psraid,weight,int_date,tz,cregion,fips,state,msa,usr,usr1,cstatus,p1,p2,kidage,kidgen,p4a,p5a,kidsel,p4b,p5b,p6,p7,q1a,q1b,q2a,q2b,q3a,q3b,q3c,q3d,q4,q5a,q5b,q5c,q5d,q7a,q7b,psex,age,educ,hisp,race,income,modem,q8,playgame,k1a,k1b,k2,k3a,k3b,k3c,k3d,k4a,k4b,k4c,k5a,k5b,k5c,k5d,k5e,k6a,k6b,k6c,k6d,k6e,k7a,k7b,k7c,k7d,k7e,k7f,k7g,k8a,k8b,k8c,k8d,k8e,k9a,k9b,k9c,k9d,k10,k11,k12_1,k12_2,k12_3,k13,k14a,k14b,k14c,k14d,k14e,k14f,k14g,k14h,k14i,k14j,k14k,k14l,k15,k16,k17,K17_CD1,K17_CD2,K17_CD3,k18,k19,k20a,k20b,k20c,k21,k22,k23,k24,k25,k26a,k26b,k26c,k26d,k27,k28,K28_CD1,K28_CD2,K28_CD3,k29a,k29b,k29c,k29d,k29e,k29f,k29g,k29h,k30a,k30b,k31a,k31b,k32a,k20cnt,ksex,kage,racethn,kagerec,numkids,i_user,c_user,c_age,c_agegrp,c_sex,c_game,k3cnt,k4cnt,k6cnt,k7cnt,k8cnt,k9cnt,k14cnt,k26cnt,k29cnt,raceos,modemos,k3dos,k12os,k13os,k17game,k28game
908,1.95833333333333,110407,C,2,31109,31,30700,U,1,0,2,2,14,2, , ,1,14,2,1,1,1,1,2,1,1,1,3,1,1,1,3,1,4,3, ,2,49,3,2,1,5,3,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,3,2,2,2,1,1,2,1,5, ,1,1,1,1,1,1,2,2,1,1,1,1,1, , , , , ,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,33,12343,20132,2,0,1,2,1,1, , ,2,2,1,1,1,1,1,1,101, , ,1,3,3,2,2,2,3,2,2,2,2,2,2,2,2,14,1,3,2,1,1,14,1,2,1,3,3,2,5,5,4,6,4,1, , , , , ,"NASCAR, CRASH BANDICOOT, STAR WARS",LEMONADE GAME
5403,1.64583333333333,112707,C,2,31141,31,0,R,3,2,2,1,17,2,17,2, , , ,1,1,1,2,2,1,2,1,3,1,1,3,4,4,3,3, ,2,49,3,2,1,6,1,2,1,1,1,2,1,1,2,2,1,2,1,1,3,3,1,3,1,1,2,2,2,2,1,5,1,1,4,2,2,2,2,4,1,1,1,1,2,2, , , , , ,2,1,1,2,2,1,2,2,2,1,1,2,2,2,9, , , ,6,0,1,2,2, , , ,2,2,1,2,2,2,2, , , , ,2,3,3,3,2,3,3,2,2,3,3, ,2,1,2,17,1,6,1,1,1,17,2,2,1,2,2,2,5,4,3,5,1,0, , , , , , , 
13445,1.66666666666667,10208,C,2,31055,31,36540,U,1,0,2,2,12,1, , ,1,12,1,1,1,1,1,1,1,1,3,3,1,1,1,3,2,3,4, ,2,51,4,2,1,9,3,1,1,2,2, , , , , , , , ,3,1,1,2,3,2,2,2,1,1,2,3,5, , , , ,1,1,4,1,1,1,2,1,2,1, , , , , ,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,19591, , ,1,2,1,1,1,1,1,2, , ,1,2,1,1,1,9, , , ,1,1,3,2,3,1,2,3,1,2,2,3,1,3,1,12,1,1,2,1,0,12,1,1,1, , ,2,1,4,2,9,3,3, , , , , ,SKATE, 
11025,1.875,121507,C,2,31055,31,36540,U,1,0,3,1,15,1,15,1, , , ,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,3, ,2,37,3,2,1,4,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,3,1,1,1,1,2,3,5,1,1,1,4,1,2,2,4,4,1,1,2,1,1,1, , , , , ,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,12831,13949,58,4,0,2,1,1,2,3,2,2,2,1,2,1,1,2, , , , ,1,3,2,4,3,3,2,2,2,2,3, ,2,2,1,15,1,4,1,1,1,15,2,1,1,2,3,4,4,3,3,9,3,1, , , , , ,"DIABLO 2, FINAL FANTASY XII, TONY HAWKS PROJECT 8", 
15714,1.58333333333333,12108,C,2,31055,31,36540,U,1,1,2,1,17,2,17,2, , , ,1,1,1,1,1,1,3,2,2,1,1,1,2,1,4,1, ,1,52,5,2,1,8,3,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,3,1,1,1,1,2,2,3,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1, , , , , ,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,15,13759,18394,2,3,1,1,2,1,2,2,1,2,1,2,2,2,1,1,101, , ,2,2,3,2,3,3,3,3,1,1,1,1,2,2,2,17,1,6,1,1,1,17,2,2,1,3,3,4,6,5,2,8,1,0, , , , , ,"GEARS OF WAR, FABLE, PROJECT GOTHAM 3",LEMONADE STAND - LEMONADE.COM
16884,2.3125,12408,E,3,13121,13,12060,S,2,1,2,2,14,1, , ,3,14,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,3, ,2,36,5,2,2,6,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,3,3,3,1,1,1,1,1,2,2,1,1,2,5, ,5,2,5,4,1,1,1,2,1,2, , , , , ,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,29,60,5,4,0,1,2,1,3, , ,2,2,1,2,2,2,1,9, , , ,4,3,3,3,3,3,3,3,2,3,1,3,2,2,1,14,2,3,2,1,1,14,1,1,1,1,1,5,5,2,3,6,1,0, , , , , ,"MEDAL OF HONOR,  WIII SPORTS, CALL OF DUTY", 
703,1.35416666666667,121407,E,3,13121,13,12060,S,2,2,4,1,17,2,17,2, , , ,1,1,1,1,2,1,3,3,3,1,1,2,4,1,2,3, ,2,68,3,2,2,5,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,4,1,2,1,2,2,2,1,1,2,1,1,1, , , , , ,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,57, , ,4,1,2,2,1, , , ,1,2,1,2,2,1,1,1,24, , ,3,2,1,1,2,3,2,2,1,3,2,3,2,1,2,17,2,6,1,1,1,17,2,2,1,3,3,4,6,5,3,5,2,2, , , , , ,THE SIMS,MADDEN
16310,1.64583333333333,12208,C,3,40027,40,36420,S,2,1,2,1,12,2,12,2, , , ,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3, ,2,43,7,2,1,7,5,1,1,1,2,3,1,2,1,2,2,2,2,1,1,3,1,3,2,1,1,2,2,3,3,5, ,5,5, ,2,1,2,2,1,2,1,1,2,2, , , , , ,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,59,5,20,5,0,2,2,1, , , ,2,2,1,2,1,1,2, , , , ,4,3,1,3,2,3,3,3,3, ,3, ,3,1,2,12,1,1,1,1,1,12,1,2,1,2,0,2,0,5,2,3,3,1, , , , , ,ZOO TYCOON. WEBKINS (INTERNET GAME). GUITAR HERO, 
12184,1.45833333333333,122007,C,3,40109,40,36420,S,2,2,2,1,17,2,17,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,3,1,3,3, ,2,36,6,2,1,7,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,5,1,1,1,2,1,1,1,4,1,1,2,2,1,1,1, , , , , ,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,18,10,42,4,0,1,1,1,2,2,2,1,1,1,2,1,2,2, , , , ,2,2,2,2,2,3,3,3,1,2,1,2,2,3,2,17,1,6,1,1,1,17,2,2,1,3,2,3,6,4,2,5,2,0, , ,FRIEND''S HOUSE, , ,"GUITAR HERO, DANCE DANCE REVOLUTION, SONIC", 
10470,1.25,10208,C,3,40119,40,0,R,3,2,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,4,4,2,3, ,2,49,7,2,1,9,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1, , , , , ,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,20,15,12730,5,5,1,1,2,2,2,1,2,2,1,2,2,2,1,9, , , ,2,3,3,3,3,2,3,3,1,1,1,1,1,2,1,16,1,5,1,1,1,16,2,1,1,2,2,4,7,5,3,9,1,0, , , , , ,"HALO, GEARS OF WAR, DEERHUNTING", 
10347,2.41666666666667,121307,C,3,40109,40,36420,U,1,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1, ,1,35,6,2,1,7,2,1,1,1,2,4,1,2,2,2,1,2,2,1,1,3,1,3,2,1,1,1,1,1,2,5, ,5,4, ,1,1,2,2,2,1,1,1,2,1, , , , , ,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,20,5, ,3,2,1,2,2, , , ,1,2,1,1,1,1,2, , , , ,1,1,2,3,2,1,2,4,3, ,3, ,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,4,2,5,3,10,4,3, , , , , ,"HALO 3, CALL OF DUTY 4", 
11023,2.45833333333333,121507,C,3,40125,40,0,R,3,1,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1, ,1,44,6,2,1,8,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,2,3,1,2,1,1,1,2,1,4,4,3,4,2,2,1,2,2,1,1,1,1,1,1, , , , , ,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,17289,101,34,5,0,1,2,1,1, , ,2,2,1,2,1,2,1,1,112, , ,2,2,2,2,3,3,2,3,3, ,3, ,2,2,1,12,1,1,1,1,1,12,1,1,1,3,2,4,3,5,4,8,2,0, , ,MY SISTERS HOUSE, , ,"NCCAA FOOTBALL, NCAA BASKETBALL, NBA BASKETBALL",STUDY ISLAND
15452,1.3125,12208,M,4,30049,30,0,R,3,2,2,3,13,2, , ,1,13,2,1,1,1,1,1,1,3,1,3,1,1,2,4,3,3,3, ,2,48,5,2,1,7,3,2,1,1,2,3,1,1,1,1,2,1,1,3,3,3,1,3,1,2,1,2,1,2,5,1,2,5,5,4,1,1,2,2,2,1,1,1,2,1, , , , , ,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,57,59, ,4,0,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,4,2,2,3,2,3,3,3,2,3,3, ,3,1,2,13,1,2,3,1,1,13,1,2,1,4,2,3,3,5,3,6,1,0, , ,FRIENDS HOUSE, , ,"THE SIMS, ROLLER COASTER TYCON", 
8857,1.89583333333333,120607,M,4,30111,30,13740,U,1,0,1,1,15,1,15,1, , , ,1,1,1,1,2,1,1,1,3,1,1,1,2,1,4,3, ,2,45,3,2,1,9,3,1,1,1,1,3,1,2,2,2,1,2,2,1,1,1,3,3,1,1,1,1,1,1,3,3,3,5,4, ,1,1,1,1,1,1,1,1,2,1, , , , , ,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,20,20,15,4,0,1,2,1,3, , ,1,2,1,2,1,1,1,1,0, , ,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,15,1,4,1,1,1,15,2,1,1,1,1,5,1,5,3,10,3,2, , , , , ,"HALO 2, HALO 3, GEARS OF WAR",LEARNING GAME
15941,3.25,12208,M,4,30013,30,24500,U,1,1,3,2,13,2, , ,1,13,2,1,1,1,1,2,1,3,1,3,1,1,1,2,2,2,3, ,1,52,2,2,1,5,2,1,1,2,2, , , , , , , , ,1,1,3,8,3,2,2,1,1,2,3,1,5, , , , ,2,1,8,2,1,1,2,1,1,2, , , , , ,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,12343,48,58,4,0,1,2,1,3, , , , ,1,1,1,1,1,1,104, , ,3,4,2,4,4,4,1,4,2,3,2,2,1,2,2,13,1,2,2,1,0,13,1,2,1, , ,2,1,4,3,7,4,1, , , , , ,"CRASH BANDICOOT, MARIO SECRET BROTHERS, TONY HAWK'S PRO SKATER 2",MATH FLASHING CARD GAME
1815,2.35416666666667,110707,M,4,30029,30,0,R,3,1,2,2,17,2, , ,3,17,2,1,1,1,1,1,1,1,1,3,1,2, , , , , ,2,2,40,3,2,1,4,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,2,3,2,2,1,2,2,3,4,5, ,9,2,2,2,1,2,2,1,1,2,1,1,2, , , , , ,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,41, , ,2,1,2,2,1, , , ,2,2,1,1,1,1,2, , , , ,4,2,2,8,3,4,3,8,3, ,3, ,3,1,2,17,1,6,2,1,1,17,2,2,1,3,2,1,2,5,3,3,4,0, , , , , ,SOLITAIRE, 
9559,2.58333333333333,120907,M,4,30081,30,0,R,3,0,3,2,13,1, , ,3,13,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,4, ,2,36,5,1,6,8,4,1,1,1,1,3,1,2,2,2,1,2,2,1,1,1,3,3,2,2,2,1,1,2,5,5, ,2,2, ,2,2,1,4,1,1,1,1,2,1, , , , , ,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,13923,15629,0,2,0,2,2,1, , , ,1,2,1,2,1,1,2, , , , ,2,3,2,2,3,3,3,3,2,2,2,2,1,1,1,13,3,2,2,1,1,13,1,1,1,1,1,2,3,4,3,6,3,0,MEXICAN, , , , ,"FINAL FANTASY, KINGDOM HEARTS, ADVENTURE QUEST", 
2416,1.8125,111307,E,3,12117,12,36740,S,2,2,4,1,17,1,17,1, , , ,1,1,1,1,1,1,2,2,3,2,1,2,4,1,2,1, ,1,52,7,2,2,8,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,2,2,3,1,1,5,5,1,1,2,4,2,1,1,2,1,2,1, , , , , ,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,17,27,20,4,0,1,2,1,3, , ,1,2,1,2,1,1,2, , , , ,3,1,3,1,1,3,2,2,1,2,1,3,2,2,1,17,2,6,1,1,1,17,2,1,1,4,2,3,4,4,2,10,3,3, , ,FRIENDS HOUSE, , ,"GRAND THEFT AUTO, MARIO PARTY, HALO", 
15540,1.83333333333333,12008,E,3,12117,12,36740,S,2,2,2,2,16,2, , ,3,16,2,1,1,1,1,1,1,1,2,3,1,1,2,2,1,4,1, ,1,45,6,2,1,8,3,2,1,1,1,4,1,1,1,2,1,1,2,1,1,3,3,3,1,1,1,1,1,3,1,5,1,5,5, ,1,2,4,4,2,1,1,1,2,1, , , , , ,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,16733,0,11443,6,0,1,2,1,3, , ,1,2,1,2,2,1,2, , , , ,2,3,3,2,3,3,2,3,2,1,2,2,1,2,2,16,1,5,2,1,1,16,2,2,1,3,2,5,2,3,3,8,2,0, , , , , ,"MISS POPULARITY, LUCITO GREEN EXPEDITION, BOOKWORM", 
1345,1.66666666666667,110507,E,3,12117,12,36740,S,2,0,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,2,3,1,1,2,3,1,2,4, ,2,43,6,2,1,7,3,1,1,1,2,2,1,1,1,1,1,1,2,2,3,3,3,3,2,2,1,1,1,1,2,5, ,5,5, ,1,2,2,2,1,1,1,1,1,1, , , , , ,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,0,50,20,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2, , , , ,1,3,2,3,2,1,3,3,1,2,2,2,1,3,1,12,1,1,1,1,1,12,1,1,1,4,2,3,2,5,4,8,3,2, , ,MC DONALDS, , ,"MYTHWAR, SUPER SMASH BROTHERS MELEE, HALO 2", 
5549,1.29166666666667,112607,E,3,12095,12,36740,S,2,2,2,2,15,2, , ,1,15,2,1,1,1,1,1,1,1,3,3,1,1,1,3,4,4,3, ,2,50,5,2,1,7,3,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,1,3,1,1,1,1,2,1,2,1,1,2,3,1,4,1,2,2,1,1,1,1,1,1, , , , , ,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,88, , ,4,1,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,2,2,3,3,4,3,2,2,2,3,2,3,1,1,2,15,1,4,2,1,1,15,2,2,1,3,3,4,6,4,4,5,1,0, , ,MY FRIENDS HOUSE, , ,I CANT THINK OF ANY RIGHT NOW.  JUST GO TO WEBSITE MINICLIPS.COM AND PLAY MANY GAMES THERE, 
931,2.83333333333333,110507,E,3,12095,12,36740,S,2,2,1,2,17,1, , ,3,17,1,1,1,1,1,1,1,3,2,3,2,1,2,4,1,2,3, ,1,50,3,2,1,4,1,2,1,1,1,4,1,2,1,2,2,2,1,3,1,3,1,3,2,1,2,1,1,2,3,5, ,3,3,3,2,2,2,5,2,1,1,1,2,1, , , , , ,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,13923,13362, ,4,3,1,1,1,1,1,2,1,2,1,2,2,2,2, , , , ,2,2,1,2,3,2,2,3,2,2,3, ,2,3,1,17,1,6,2,1,1,17,2,1,1,2,1,3,1,4,3,9,1,1, , , , , ,"FINAL FANTASY, DYNASTY WARRIORS", 
5987,1.79166666666667,112607,E,3,12117,12,36740,S,2,0,3,1,14,2,14,2, , , ,1,1,1,1,1,1,1,1,3,3,1,3,4,4,4,3, ,2,47,5,2,1,8,4,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,3,1,1,1,1,2,1,2,5,2,1,4, ,4,1,4,5,1,1,2,1,1,1, , , , , ,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,10,60,0,4,1,1,2,2, , , ,2,2,1,2,2,2,1,1,0, , ,2,3,2,2,2,3,3,3,3, ,3, ,2,1,2,14,1,3,1,1,1,14,1,2,1,3,2,4,4,2,3,4,1,0, , , , , ,"DANCE DANCE REVOLUTION, WII SPORTS, DISNEY FAIRIES",HANGEROO
1553,2.75,110607,E,3,12117,12,36740,S,2,0,3,1,12,2,12,2, , , ,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1, ,2,42,6,1,9,8,2,1,1,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,1,2,1,1,1,3,5,1,1,1,5,2,1,1,5,5,1,1,1,1,2,1, , , , , ,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,17318,17320,48,5,0,1,2,2, , , ,1,2,1,1,1,1,9, , , , ,2,2,2,3,3,2,3,2,2,3,3, ,1,1,2,12,3,1,1,1,1,12,1,2,1,2,2,4,4,3,3,5,4,0, , , , , ,"NEED FOR SPEED - MOST WANTED, NEED FOR SPEED CARBON, MARIO KART", 
16009,1.77083333333333,12208,P,4,6085,6,41940,U,1,0,2,3,17,1, , ,3,17,1,1,1,1,1,1,2,1,1,3,1,1,2,2,1,1,4, ,2,49,5,2,3,8,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,1,2,3,1,2,2,2,3,2,4,1,2,2,2,1,2,2,2,2, , , , , ,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,106,16,18,4,0,1,2,2, , , ,2,2,1,2,2,1,2, , , , ,4,3,3,3,4,3,3,3,2,1,2,2,2,1,1,17,4,6,3,1,1,17,2,1,1,4,3,2,5,4,1,6,2,0, , ,FRIEND''S HOUSES, , ,"SOUL CALIBUR; GRAN TURISMO, GUITAR HERO", 
3513,1.75,112007,P,4,6085,6,41940,U,1,2,4,1,16,2,16,2, , , ,1,1,2,2,2,2,3,3,3,3,1,2,2,2,1,1, ,2,54,6,1,1,5,7,2,1,1,1,4,2,1,1,1,1,1,1,2,1,3,3,3,2,2,1,2,2,2,1,5, ,5,3,3,2,1,2,4,2,1,2,1,1,2, , , , , ,1,1,1,1,1,2,2,2,1,1,1,1,2,2,9, , , ,6,0,1,2,1,1, , ,2,2,1,2,2,2,2, , , , ,4,3,3,4,4,3,3,3,2,2,3, ,3,2,2,16,3,5,1,0,1,16,2,2,1,3,3,1,2,4,3,9,1,0, , ,FRIENMD HOUSE FRIEND''S HOUSE, , , , 
2725,1.04166666666667,111407,P,4,6085,6,41940,S,2,1,1,2,16,2, , ,3,16,2,1,1,1,1,1,1,1,1,3,1,1,2,4,4,4,3, ,2,51,7,2,1,4,4,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,1,2,2,2,3,3,2,3,2,2,2,1,2,2,1,2,2,1,2,1, , , , , ,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,41,110,14122,5,1,1,2,1,3, , ,2,2,1,2,1,2,1,9, , , ,4,3,3,3,3,3,3,3,3, ,3, ,2,2,2,16,1,5,2,1,1,16,2,2,1,1,3,3,4,5,1,3,2,0, , , , , ,"SOLITAIRE, BUBBLE BRAKER, FREE CELL", 
15998,1.66666666666667,12408,C,3,48403,48,0,R,3,2,2,1,13,2,13,2, , , ,1,1,1,2,1,1,1,1,3,1,2, , , , , ,2,2,44,5,2,1,8,2,1,1,2,2, , , , , , , , ,3,3,3,3,3,1,1,1,1,2,1,1,5,1, , , ,1,2,1,2,2,2,1,1,1,2, , , , , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,88,41, ,5,0,2,2,1, , , , , ,1,1,1,2,2, , , , ,2,4,4,1,3,1,3,4,3, ,3, ,1,1,2,13,1,2,1,1,0,13,1,2,1, , ,4,3,5,3,3,3,2, , , , , ,"SPORTS, SOLITAIRE", 
2396,3.52083333333333,112707,C,3,48361,48,13140,S,2,0,9,1,15,1,15,1, , , ,1,1,1,1,1,1,1,1,3,1,1,2,2,4,4,1, ,1,38,3,2,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,2,3,1,3,3,1,5,1,4,4,4,4,2,1,1,1,1,1, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,61,20,10735,1,2,2,1,1,2,3,1,1,2,1,2,2,2,1,1,16353, , ,2,1,3,2,3,1,3,3,2,2,2,2,1,2,1,15,1,4,1,1,1,15,2,1,1,4,3,4,3,1,4,12,1,2, , ,FRIENDS HOUSE, , ,"WORLD OF WARCRAFT, HALO 3, ASSASSIN'S CREED",MATH BLASTER
14624,4,11708,C,3,48245,48,13140,U,1,2,3,1,14,2,14,2, , , ,1,1,2,2,1,1,1,3,3,1,1,1,2,1,3,3, ,1,47,2,2,2,1,4,2,1,1,2,2,2,1,1,2,1,1,2,3,1,3,3,3,1,1,1,1,1,1,1,1,1,5,5, ,1,1,5,5,1,1,1,1,1,1, , , , , ,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,24,35,17294,2,1,1,2,1,3, , ,1,2,1,2,2,2,1,1,21813, , ,3,3,2,3,3,1,1,3,3, ,3, ,2,2,2,14,2,3,1,0,1,14,1,2,1,2,2,5,4,3,4,10,1,2, , , , , ,"MADDEN 08, NBA LIVE 08, NCAA 08",TYPERSHARK
12624,1.60416666666667,122807,E,3,24005,24,12580,S,2,0,2,1,16,1,16,1, , , ,1,1,1,1,1,1,3,1,3,1,1,1,4,1,4,3, ,2,37,6,2,2,6,1,1,1,1,2,3,1,1,1,2,2,1,2,1,3,1,3,3,1,1,1,1,2,4,3,4,2,5,5, ,2,2,4,4,2,1,2,1,1,1, , , , , ,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,20,5,10735,1,5,2,1,2, ,4,2,1,1,1,2,1,1,1,9, , , ,2,1,4,4,2,3,3,3,2,3,3, ,2,1,1,16,2,5,1,1,1,16,2,1,1,3,1,4,1,3,3,9,3,1, , , , , ,"HALO 3, CALL OF DUTY 4, ASSASSIN'S CREED",NO RESPONSE
16291,2.22916666666667,12708,E,3,24015,24,37980,S,2,2,2,1,17,2,17,2, , , ,1,1,1,1,1,1,1,1,1,1,1,8,4,4,4,2, ,1,48,5,2,1,6,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,3,3,3,1,1,1,1,2,1,2,1,1,2,5,1,1,1,2,2,1,1,2,2,1,2, , , , , ,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,10,18,52,5,0,1,2,2, , , ,2,2,1,2,2,2,2, , , , ,2,3,3,3,3,3,2,3,2,3,2,3,2,1,2,17,1,6,1,1,1,17,2,2,1,2,2,4,6,5,2,3,1,0, , , , , ,"DANCE DANCE REVOLUTION, GUITAR HERO, TETRIS", 
16193,2.08333333333333,12208,E,3,24003,24,12580,S,2,0,2,3,13,1, , ,1,13,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,2,2, ,1,48,5,2,1,7,3,1,1,1,2,4,1,1,2,1,2,2,2,3,1,3,3,3,1,1,2,1,1,2,3,5,3,5,5, ,2,2,4,5,1,1,1,1,2,1, , , , , ,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,61,14427,54,4,7,1,1,2,1,2,1,2,2,1,2,1,1,1,1,109, , ,1,4,3,4,2,2,2,2,3, ,3, ,1,2,1,13,1,2,3,1,1,13,1,1,1,3,0,4,1,3,3,7,3,1, , ,MY FRIEND''S HOUSE, , ,"WORLD OF WARCRAFT, GOD OF WAR, LEGEND OF ZELDA FOR WII",SPANISH CLASS QUESTIONS
15968,1.22916666666667,12608,E,3,24027,24,12580,S,2,1,4,1,16,2,16,2, , , ,1,1,1,1,1,1,1,1,3,1,2, , , , , ,2,2,49,6,2,1,7,5,1,0,1,1,1,1,2,2,2,1,1,1,1,3,3,1,3,1,2,1,2,2,2,4,5,5,5,2,3,2,2,2,2,1,2,2,2,2,2,1,4, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2,16,1,5,1,1,1,16,2,2,0,1,3,2,2,5,0, , , , , , , , , , 
11181,2.0625,121707,E,3,24003,24,12580,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2, ,1,49,6,2,1,8,3,2,1,1,2,4,1,1,2,1,2,1,2,1,1,3,3,3,2,1,1,1,1,3,2,5, ,5,5, ,1,2,2,5,1,1,1,2,1,2, , , , , ,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,24,0,1,6,1,2,1,3, , ,2,2,1,2,1,1,1,1,0, , ,4,3,3,3,3,3,3,3,2,2,3, ,2,2,1,12,1,1,1,1,1,12,1,1,1,3,1,4,1,4,3,6,3,0, , ,A FRIEND''S HOUSE, , ,"FOOTBALL, MADDEN 08, HIDE AND GO SEEK TAG","SCHEFFERONS PYRAMID, AND ALL THE RIGHT TYPE"
16250,1.6875,12208,E,3,24027,24,12580,S,2,0,3,2,13,1, , ,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,8,4, ,2,43,5,2,1,8,4,1,1,1,2,4,1,1,1,2,1,1,2,1,1,3,1,1,2,2,1,1,1,4,3,5, ,5,5, ,1,1,1,2,1,1,1,1,2,1, , , , , ,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,24,18325,54,3,1,1,2,1,3, , ,2,2,1,1,1,2,2, , , , ,3,3,3,3,3,3,3,3,2,1,3, ,2,2,1,13,1,2,2,1,1,13,1,1,1,3,2,3,0,5,3,8,3,0, , , , , ,"MADDEN 07, PRINCE OF PERISA, LEGEND OF ZEDLA", 
10920,1.75,121507,E,3,24025,24,12580,S,2,1,3,1,15,2,15,2, , , ,1,1,1,1,2,1,1,1,3,1,2, , , , , ,3,1,48,7,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,3,1,1,1,2,2,1,3,3,3,1,3,3,1,1,4,4,1,1,2,1,1,2, , , , , ,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,88, , ,6,0,1,2,1,3, , ,2,2,1,2,2,2,2, , , , ,4,3,3,3,3,3,3,3,3, ,3, ,2,2,2,15,1,4,1,1,1,15,2,2,1,3,3,3,2,3,3,6,1,0, , , , , ,GAMES I HAVE PLAYED IN THE PAST LIKE GAMES ON MY CELL PHONE, 
